GEO,Year,decile,Type,variable,value
Iran,92,4,Expenditure,investment,1.684164809
Iran,92,5,Expenditure,investment,1.729945281
Iran,92,6,Expenditure,investment,2.050923428
Iran,92,7,Expenditure,investment,1.871143151
Iran,92,8,Expenditure,investment,2.485348252
Iran,92,9,Expenditure,investment,3.678609232
Iran,92,10,Expenditure,investment,10.35364747
Iran,93,1,Expenditure,investment,0.941460543
Iran,93,2,Expenditure,investment,1.700775928
Iran,93,3,Expenditure,investment,1.792689858
Iran,93,4,Expenditure,investment,1.692369751
Iran,93,5,Expenditure,investment,1.837655134
Iran,93,6,Expenditure,investment,1.708721595
Iran,93,7,Expenditure,investment,1.904923703
Iran,93,8,Expenditure,investment,2.052772322
Iran,93,9,Expenditure,investment,2.288376646
Iran,93,10,Expenditure,investment,8.648487789
Iran,94,1,Expenditure,investment,0.46030315
Iran,94,2,Expenditure,investment,0.938699397
Iran,94,3,Expenditure,investment,1.532698422
Iran,94,4,Expenditure,investment,1.537343521
Iran,94,5,Expenditure,investment,1.248024101
Iran,94,6,Expenditure,investment,1.60316106
Iran,94,7,Expenditure,investment,1.603807356
Iran,94,8,Expenditure,investment,1.724622886
Iran,94,9,Expenditure,investment,2.169184576
Iran,94,10,Expenditure,investment,5.666591601
Iran,95,1,Expenditure,investment,0.516560507
Iran,95,2,Expenditure,investment,0.89524589
Iran,95,3,Expenditure,investment,1.27176299
Iran,95,4,Expenditure,investment,1.196411619
Iran,95,5,Expenditure,investment,1.227736782
Iran,95,6,Expenditure,investment,1.293551115
Iran,95,7,Expenditure,investment,1.398901011
Iran,95,8,Expenditure,investment,1.454955436
Iran,95,9,Expenditure,investment,2.083992937
Iran,95,10,Expenditure,investment,5.094293204
Iran,96,1,Expenditure,investment,0.937004516
Iran,96,2,Expenditure,investment,1.196645057
Iran,96,3,Expenditure,investment,1.511583142
Iran,96,4,Expenditure,investment,1.481400682
Iran,96,5,Expenditure,investment,1.434566093
Iran,96,6,Expenditure,investment,1.582938665
Iran,96,7,Expenditure,investment,1.455804913
Iran,96,8,Expenditure,investment,1.924669846
Iran,96,9,Expenditure,investment,2.317660573
Iran,96,10,Expenditure,investment,6.442204
Iran,87,1,Expenditure,durable goods & other yearly expenditure,6.817571231
Iran,87,2,Expenditure,durable goods & other yearly expenditure,9.300961051
Iran,87,3,Expenditure,durable goods & other yearly expenditure,10.26336587
Iran,87,4,Expenditure,durable goods & other yearly expenditure,12.71206612
Iran,87,5,Expenditure,durable goods & other yearly expenditure,14.58725143
Iran,87,6,Expenditure,durable goods & other yearly expenditure,16.57519177
Iran,87,7,Expenditure,durable goods & other yearly expenditure,17.86303447
Iran,87,8,Expenditure,durable goods & other yearly expenditure,20.69027112
Iran,87,9,Expenditure,durable goods & other yearly expenditure,22.14733261
Iran,87,10,Expenditure,durable goods & other yearly expenditure,22.47802599
Iran,88,1,Expenditure,durable goods & other yearly expenditure,7.110663095
Iran,88,2,Expenditure,durable goods & other yearly expenditure,9.481301976
Iran,88,3,Expenditure,durable goods & other yearly expenditure,11.43242691
Iran,88,4,Expenditure,durable goods & other yearly expenditure,12.70315692
Iran,88,5,Expenditure,durable goods & other yearly expenditure,14.82308361
Iran,88,6,Expenditure,durable goods & other yearly expenditure,15.83451126
Iran,88,7,Expenditure,durable goods & other yearly expenditure,17.58697478
Iran,88,8,Expenditure,durable goods & other yearly expenditure,20.29824258
Iran,88,9,Expenditure,durable goods & other yearly expenditure,22.75889782
Iran,88,10,Expenditure,durable goods & other yearly expenditure,24.56613456
Iran,89,1,Expenditure,durable goods & other yearly expenditure,6.742715883
Iran,89,2,Expenditure,durable goods & other yearly expenditure,9.177784269
Iran,89,3,Expenditure,durable goods & other yearly expenditure,11.41278791
Iran,89,4,Expenditure,durable goods & other yearly expenditure,13.45033516
Iran,89,5,Expenditure,durable goods & other yearly expenditure,14.56211746
Iran,89,6,Expenditure,durable goods & other yearly expenditure,16.83714677
Iran,89,7,Expenditure,durable goods & other yearly expenditure,18.44534112
Iran,89,8,Expenditure,durable goods & other yearly expenditure,19.85787428
Iran,89,9,Expenditure,durable goods & other yearly expenditure,21.74644456
Iran,89,10,Expenditure,durable goods & other yearly expenditure,22.25291506
Iran,90,1,Expenditure,durable goods & other yearly expenditure,5.88809117
Iran,90,2,Expenditure,durable goods & other yearly expenditure,8.8774738
Iran,90,3,Expenditure,durable goods & other yearly expenditure,10.70016774
Iran,90,4,Expenditure,durable goods & other yearly expenditure,12.65705472
Iran,90,5,Expenditure,durable goods & other yearly expenditure,13.78715479
Iran,90,6,Expenditure,durable goods & other yearly expenditure,15.82256345
Iran,90,7,Expenditure,durable goods & other yearly expenditure,17.77771481
Iran,90,8,Expenditure,durable goods & other yearly expenditure,19.95194746
Iran,90,9,Expenditure,durable goods & other yearly expenditure,22.23490285
Iran,90,10,Expenditure,durable goods & other yearly expenditure,22.11536616
Iran,91,1,Expenditure,durable goods & other yearly expenditure,6.003119109
Iran,91,2,Expenditure,durable goods & other yearly expenditure,8.956921006
Iran,91,3,Expenditure,durable goods & other yearly expenditure,10.60957237
Iran,91,4,Expenditure,durable goods & other yearly expenditure,12.34932574
Iran,91,5,Expenditure,durable goods & other yearly expenditure,14.10732666
Iran,91,6,Expenditure,durable goods & other yearly expenditure,15.60772703
Iran,91,7,Expenditure,durable goods & other yearly expenditure,17.4773617
Iran,91,8,Expenditure,durable goods & other yearly expenditure,19.3905463
Iran,91,9,Expenditure,durable goods & other yearly expenditure,20.58478173
Iran,91,10,Expenditure,durable goods & other yearly expenditure,19.25267852
Iran,92,1,Expenditure,durable goods & other yearly expenditure,6.209991691
Iran,92,2,Expenditure,durable goods & other yearly expenditure,8.904665508
Iran,92,3,Expenditure,durable goods & other yearly expenditure,10.79417582
Iran,92,4,Expenditure,durable goods & other yearly expenditure,12.57038074
Iran,92,5,Expenditure,durable goods & other yearly expenditure,14.55458501
Iran,92,6,Expenditure,durable goods & other yearly expenditure,16.48981505
Iran,92,7,Expenditure,durable goods & other yearly expenditure,18.29824386
Iran,92,8,Expenditure,durable goods & other yearly expenditure,19.07988714
Iran,92,9,Expenditure,durable goods & other yearly expenditure,20.53665983
Iran,92,10,Expenditure,durable goods & other yearly expenditure,20.09608318
Iran,93,1,Expenditure,durable goods & other yearly expenditure,6.214853454
Iran,93,2,Expenditure,durable goods & other yearly expenditure,9.361147767
Iran,93,3,Expenditure,durable goods & other yearly expenditure,11.43283333
Iran,93,4,Expenditure,durable goods & other yearly expenditure,13.03278251
Iran,93,5,Expenditure,durable goods & other yearly expenditure,15.21484084
Iran,93,6,Expenditure,durable goods & other yearly expenditure,17.04895428
Iran,93,7,Expenditure,durable goods & other yearly expenditure,18.02533314
Iran,93,8,Expenditure,durable goods & other yearly expenditure,19.83523793
Iran,93,9,Expenditure,durable goods & other yearly expenditure,22.09596949
Iran,93,10,Expenditure,durable goods & other yearly expenditure,21.92700246
Iran,94,1,Expenditure,durable goods & other yearly expenditure,8.421798597
Iran,94,2,Expenditure,durable goods & other yearly expenditure,10.15544196
Iran,94,3,Expenditure,durable goods & other yearly expenditure,12.40625447
Iran,94,4,Expenditure,durable goods & other yearly expenditure,14.40481184
Iran,94,5,Expenditure,durable goods & other yearly expenditure,16.20648606
Iran,94,6,Expenditure,durable goods & other yearly expenditure,17.78694545
Iran,94,7,Expenditure,durable goods & other yearly expenditure,19.66433196
Iran,94,8,Expenditure,durable goods & other yearly expenditure,20.43168117
Iran,94,9,Expenditure,durable goods & other yearly expenditure,22.54190688
Iran,94,10,Expenditure,durable goods & other yearly expenditure,23.41799609
Iran,95,1,Expenditure,durable goods & other yearly expenditure,7.896422156
Iran,95,2,Expenditure,durable goods & other yearly expenditure,10.87461083
Iran,95,3,Expenditure,durable goods & other yearly expenditure,12.64458504
Iran,95,4,Expenditure,durable goods & other yearly expenditure,14.74335505
Iran,95,5,Expenditure,durable goods & other yearly expenditure,16.33939197
Iran,95,6,Expenditure,durable goods & other yearly expenditure,18.08374662
Iran,95,7,Expenditure,durable goods & other yearly expenditure,19.74461883
Iran,95,8,Expenditure,durable goods & other yearly expenditure,21.42573001
Iran,95,9,Expenditure,durable goods & other yearly expenditure,22.95323184
Iran,95,10,Expenditure,durable goods & other yearly expenditure,23.35416727
Iran,96,1,Expenditure,durable goods & other yearly expenditure,8.259180566
Iran,96,2,Expenditure,durable goods & other yearly expenditure,11.38395468
Iran,96,3,Expenditure,durable goods & other yearly expenditure,13.73804763
Iran,96,4,Expenditure,durable goods & other yearly expenditure,15.73839223
Iran,96,5,Expenditure,durable goods & other yearly expenditure,17.10389872
Iran,96,6,Expenditure,durable goods & other yearly expenditure,19.56398056
Iran,96,7,Expenditure,durable goods & other yearly expenditure,20.74905771
Iran,96,8,Expenditure,durable goods & other yearly expenditure,22.07835935
Iran,96,9,Expenditure,durable goods & other yearly expenditure,24.25089171
Iran,96,10,Expenditure,durable goods & other yearly expenditure,24.71991154
Iran,87,1,Expenditure,miscellaneous,1.860866169
Iran,87,2,Expenditure,miscellaneous,1.860655561
Iran,87,3,Expenditure,miscellaneous,1.865003067
Iran,87,4,Expenditure,miscellaneous,1.766779116
Iran,87,5,Expenditure,miscellaneous,1.679939642
Iran,87,6,Expenditure,miscellaneous,1.584021417
Iran,87,7,Expenditure,miscellaneous,1.582615117
Iran,87,8,Expenditure,miscellaneous,1.503287096
Iran,87,9,Expenditure,miscellaneous,1.381744534
Iran,87,10,Expenditure,miscellaneous,1.183797016
Iran,88,1,Expenditure,miscellaneous,1.695602303
Iran,88,2,Expenditure,miscellaneous,1.903687463
Iran,88,3,Expenditure,miscellaneous,1.807957337
Iran,88,4,Expenditure,miscellaneous,1.748533606
Iran,88,5,Expenditure,miscellaneous,1.652752797
Iran,88,6,Expenditure,miscellaneous,1.720483432
Iran,88,7,Expenditure,miscellaneous,1.597273087
Iran,88,8,Expenditure,miscellaneous,1.505099507
Iran,88,9,Expenditure,miscellaneous,1.584089667
Iran,88,10,Expenditure,miscellaneous,1.476430742
Iran,89,1,Expenditure,miscellaneous,1.800166797
Iran,89,2,Expenditure,miscellaneous,2.097460741
Iran,89,3,Expenditure,miscellaneous,1.987564772
Iran,89,4,Expenditure,miscellaneous,1.869189609
Iran,89,5,Expenditure,miscellaneous,1.719439995
Iran,89,6,Expenditure,miscellaneous,1.754932557
Iran,89,7,Expenditure,miscellaneous,1.782193226
Iran,89,8,Expenditure,miscellaneous,1.541149007
Iran,89,9,Expenditure,miscellaneous,1.487980884
Iran,89,10,Expenditure,miscellaneous,1.450721698
Iran,90,1,Expenditure,miscellaneous,1.840677375
Iran,90,2,Expenditure,miscellaneous,1.948222626
Iran,90,3,Expenditure,miscellaneous,1.915016899
Iran,90,4,Expenditure,miscellaneous,1.923353824
Iran,90,5,Expenditure,miscellaneous,1.83974968
Iran,90,6,Expenditure,miscellaneous,1.767844451
Iran,90,7,Expenditure,miscellaneous,1.664929812
Iran,90,8,Expenditure,miscellaneous,1.690143537
Iran,90,9,Expenditure,miscellaneous,1.389347752
Iran,90,10,Expenditure,miscellaneous,1.474345479
Iran,91,1,Expenditure,miscellaneous,1.935183879
Iran,91,2,Expenditure,miscellaneous,2.014373537
Iran,91,3,Expenditure,miscellaneous,2.058865991
Iran,91,4,Expenditure,miscellaneous,2.000694691
Iran,91,5,Expenditure,miscellaneous,1.956006929
Iran,91,6,Expenditure,miscellaneous,2.029982975
Iran,91,7,Expenditure,miscellaneous,1.880050895
Iran,91,8,Expenditure,miscellaneous,1.769678447
Iran,91,9,Expenditure,miscellaneous,1.646746883
Iran,91,10,Expenditure,miscellaneous,1.384657383
Iran,92,1,Expenditure,miscellaneous,2.263378885
Iran,92,2,Expenditure,miscellaneous,2.455862644
Iran,92,3,Expenditure,miscellaneous,2.383536619
Iran,92,4,Expenditure,miscellaneous,2.273785834
Iran,92,5,Expenditure,miscellaneous,2.312831779
Iran,92,6,Expenditure,miscellaneous,2.151657309
Iran,92,7,Expenditure,miscellaneous,2.188785127
Iran,92,8,Expenditure,miscellaneous,1.979377357
Iran,92,9,Expenditure,miscellaneous,1.887359293
Iran,92,10,Expenditure,miscellaneous,1.672044643
Iran,93,1,Expenditure,miscellaneous,2.288364736
Iran,93,2,Expenditure,miscellaneous,2.343481637
Iran,93,3,Expenditure,miscellaneous,2.394380975
Iran,93,4,Expenditure,miscellaneous,2.37843735
Iran,93,5,Expenditure,miscellaneous,2.38570514
Iran,93,6,Expenditure,miscellaneous,2.22901933
Iran,93,7,Expenditure,miscellaneous,2.175042805
Iran,93,8,Expenditure,miscellaneous,2.15851135
Iran,93,9,Expenditure,miscellaneous,1.807463267
Iran,93,10,Expenditure,miscellaneous,1.608362129
Iran,94,1,Expenditure,miscellaneous,2.471111693
Iran,94,2,Expenditure,miscellaneous,2.541974221
Iran,94,3,Expenditure,miscellaneous,2.50847957
Iran,94,4,Expenditure,miscellaneous,2.418892251
Iran,94,5,Expenditure,miscellaneous,2.269625782
Iran,94,6,Expenditure,miscellaneous,2.31861314
Iran,94,7,Expenditure,miscellaneous,2.169189814
Iran,94,8,Expenditure,miscellaneous,2.057466104
Iran,94,9,Expenditure,miscellaneous,1.788306265
Iran,94,10,Expenditure,miscellaneous,1.760456905
Iran,95,1,Expenditure,miscellaneous,2.533081222
Iran,95,2,Expenditure,miscellaneous,2.571939926
Iran,95,3,Expenditure,miscellaneous,2.514323268
Iran,95,4,Expenditure,miscellaneous,2.385193971
Iran,95,5,Expenditure,miscellaneous,2.209805746
Iran,95,6,Expenditure,miscellaneous,2.23304011
Iran,95,7,Expenditure,miscellaneous,2.048047076
Iran,95,8,Expenditure,miscellaneous,2.0613165
Iran,95,9,Expenditure,miscellaneous,1.919095221
Iran,95,10,Expenditure,miscellaneous,1.708621843
Iran,96,1,Expenditure,miscellaneous,2.533930962
Iran,96,2,Expenditure,miscellaneous,2.564395457
Iran,96,3,Expenditure,miscellaneous,2.453023872
Iran,96,4,Expenditure,miscellaneous,2.339259945
Iran,96,5,Expenditure,miscellaneous,2.267026592
Iran,96,6,Expenditure,miscellaneous,2.218601681
Iran,96,7,Expenditure,miscellaneous,2.045832574
Iran,96,8,Expenditure,miscellaneous,1.986650014
Iran,96,9,Expenditure,miscellaneous,1.847994318
Iran,96,10,Expenditure,miscellaneous,1.85003836
Iran,87,1,Income,public sector wage,0.739560448
Iran,87,2,Income,public sector wage,2.951598584
Iran,87,3,Income,public sector wage,3.718407593
Iran,87,4,Income,public sector wage,5.947346579
Iran,87,5,Income,public sector wage,13.7690853
Iran,87,6,Income,public sector wage,12.78092622
Iran,87,7,Income,public sector wage,17.0354121
Iran,87,8,Income,public sector wage,19.50868949
Iran,87,9,Income,public sector wage,21.98543245
Iran,87,10,Income,public sector wage,23.39014752
Iran,88,1,Income,public sector wage,1.056300299
Iran,88,2,Income,public sector wage,2.695202418
Iran,88,3,Income,public sector wage,4.549432635
Iran,88,4,Income,public sector wage,4.794386074
Iran,88,5,Income,public sector wage,8.004797315
Iran,88,6,Income,public sector wage,11.76576067
Iran,88,7,Income,public sector wage,13.06420861
Iran,88,8,Income,public sector wage,15.75439552
Iran,88,9,Income,public sector wage,21.68684733
Iran,88,10,Income,public sector wage,25.15902208
Iran,89,1,Income,public sector wage,0.886139278
Iran,89,2,Income,public sector wage,2.154139068
Iran,89,3,Income,public sector wage,3.951773752
Iran,89,4,Income,public sector wage,5.149094401
Iran,89,5,Income,public sector wage,7.214476207
Iran,89,6,Income,public sector wage,10.47746178
Iran,89,7,Income,public sector wage,11.83057854
Iran,89,8,Income,public sector wage,17.01654951
Iran,89,9,Income,public sector wage,18.76200104
Iran,89,10,Income,public sector wage,22.09070689
Iran,90,1,Income,public sector wage,1.092075643
Iran,90,2,Income,public sector wage,1.900734353
Iran,90,3,Income,public sector wage,2.934187917
Iran,90,4,Income,public sector wage,4.259210138
Iran,90,5,Income,public sector wage,5.593819232
Iran,90,6,Income,public sector wage,7.30368402
Iran,90,7,Income,public sector wage,9.951116692
Iran,90,8,Income,public sector wage,13.62331528
Iran,90,9,Income,public sector wage,17.25916527
Iran,90,10,Income,public sector wage,17.95338437
Iran,91,1,Income,public sector wage,0.571987535
Iran,91,2,Income,public sector wage,2.218644855
Iran,91,3,Income,public sector wage,2.995602236
Iran,91,4,Income,public sector wage,4.5819922
Iran,91,5,Income,public sector wage,5.844541663
Iran,91,6,Income,public sector wage,9.008377477
Iran,91,7,Income,public sector wage,10.58588615
Iran,91,8,Income,public sector wage,12.68826674
Iran,91,9,Income,public sector wage,15.41788628
Iran,91,10,Income,public sector wage,16.57823735
Iran,92,1,Income,public sector wage,0.674917281
Iran,92,2,Income,public sector wage,1.750877039
Iran,92,3,Income,public sector wage,2.755924823
Iran,92,4,Income,public sector wage,4.278757809
Iran,92,5,Income,public sector wage,6.445103266
Iran,92,6,Income,public sector wage,8.188098273
Iran,92,7,Income,public sector wage,10.35573198
Iran,92,8,Income,public sector wage,14.17536256
Iran,92,9,Income,public sector wage,17.58047921
Iran,92,10,Income,public sector wage,16.62713107
Iran,93,1,Income,public sector wage,0.657704746
Iran,93,2,Income,public sector wage,1.649162979
Iran,93,3,Income,public sector wage,2.702437541
Iran,93,4,Income,public sector wage,3.514511101
Iran,93,5,Income,public sector wage,6.353433916
Iran,93,6,Income,public sector wage,8.000646231
Iran,93,7,Income,public sector wage,11.26020044
Iran,93,8,Income,public sector wage,13.48873215
Iran,93,9,Income,public sector wage,15.82480969
Iran,93,10,Income,public sector wage,18.55420314
Iran,94,1,Income,public sector wage,0.844534573
Iran,94,2,Income,public sector wage,1.45334421
Iran,94,3,Income,public sector wage,2.346433761
Iran,94,4,Income,public sector wage,4.093888901
Iran,94,5,Income,public sector wage,5.851955587
Iran,94,6,Income,public sector wage,7.738260037
Iran,94,7,Income,public sector wage,11.68955538
Iran,94,8,Income,public sector wage,13.4504782
Iran,94,9,Income,public sector wage,15.19479082
Iran,94,10,Income,public sector wage,17.55055479
Iran,95,1,Income,public sector wage,0.610710806
Iran,95,2,Income,public sector wage,1.58561825
Iran,95,3,Income,public sector wage,2.180508954
Iran,95,4,Income,public sector wage,4.539683942
Iran,95,5,Income,public sector wage,5.671614274
Iran,95,6,Income,public sector wage,7.554088705
Iran,95,7,Income,public sector wage,10.5140398
Iran,95,8,Income,public sector wage,13.3907633
Iran,95,9,Income,public sector wage,17.317834
Iran,95,10,Income,public sector wage,18.82641324
Iran,96,1,Income,public sector wage,0.554019411
Iran,96,2,Income,public sector wage,1.487434392
Iran,96,3,Income,public sector wage,2.098187558
Iran,96,4,Income,public sector wage,4.47948427
Iran,96,5,Income,public sector wage,5.265771665
Iran,96,6,Income,public sector wage,8.335585583
Iran,96,7,Income,public sector wage,9.372582248
Iran,96,8,Income,public sector wage,12.90222863
Iran,96,9,Income,public sector wage,17.81151291
Iran,96,10,Income,public sector wage,18.6500789
Iran,87,1,Income,private sector wage,47.79330699
Iran,87,2,Income,private sector wage,43.92011956
Iran,87,3,Income,private sector wage,40.24017015
Iran,87,4,Income,private sector wage,38.39268479
Iran,87,5,Income,private sector wage,33.85765533
Iran,87,6,Income,private sector wage,31.75151716
Iran,87,7,Income,private sector wage,28.9815487
Iran,87,8,Income,private sector wage,25.08401819
Iran,87,9,Income,private sector wage,22.5010158
Iran,87,10,Income,private sector wage,18.83090575
Iran,88,1,Income,private sector wage,45.0506892
Iran,88,2,Income,private sector wage,43.92709476
Iran,88,3,Income,private sector wage,38.58989165
Iran,88,4,Income,private sector wage,38.20785912
Iran,88,5,Income,private sector wage,33.45216496
Iran,88,6,Income,private sector wage,33.53640698
Iran,88,7,Income,private sector wage,27.31369392
Iran,88,8,Income,private sector wage,27.26045264
Iran,88,9,Income,private sector wage,20.97292594
Iran,88,10,Income,private sector wage,18.86974584
Iran,89,1,Income,private sector wage,43.47298459
Iran,89,2,Income,private sector wage,41.45453152
Iran,89,3,Income,private sector wage,38.52933363
Iran,89,4,Income,private sector wage,35.56320423
Iran,89,5,Income,private sector wage,35.39791583
Iran,89,6,Income,private sector wage,30.29284582
Iran,89,7,Income,private sector wage,29.34751
Iran,89,8,Income,private sector wage,23.75690893
Iran,89,9,Income,private sector wage,22.89476462
Iran,89,10,Income,private sector wage,17.09863182
Iran,90,1,Income,private sector wage,26.97423166
Iran,90,2,Income,private sector wage,28.31929783
Iran,90,3,Income,private sector wage,29.01810776
Iran,90,4,Income,private sector wage,28.39633354
Iran,90,5,Income,private sector wage,27.14819865
Iran,90,6,Income,private sector wage,24.29209598
Iran,90,7,Income,private sector wage,22.30008898
Iran,90,8,Income,private sector wage,22.3558113
Iran,90,9,Income,private sector wage,17.93443631
Iran,90,10,Income,private sector wage,15.81102582
Iran,91,1,Income,private sector wage,25.01387752
Iran,91,2,Income,private sector wage,27.17360969
Iran,91,3,Income,private sector wage,26.63276378
Iran,91,4,Income,private sector wage,26.55662318
Iran,91,5,Income,private sector wage,23.28269809
Iran,91,6,Income,private sector wage,23.64125234
Iran,91,7,Income,private sector wage,22.71311019
Iran,91,8,Income,private sector wage,21.22501841
Iran,91,9,Income,private sector wage,18.08317686
Iran,91,10,Income,private sector wage,14.59930462
Iran,92,1,Income,private sector wage,26.93967175
Iran,92,2,Income,private sector wage,30.44030349
Iran,92,3,Income,private sector wage,31.63752554
Iran,92,4,Income,private sector wage,29.39467451
Iran,92,5,Income,private sector wage,28.50166711
Iran,92,6,Income,private sector wage,28.35627606
Iran,92,7,Income,private sector wage,26.13786772
Iran,92,8,Income,private sector wage,21.4961049
Iran,92,9,Income,private sector wage,20.69337931
Iran,92,10,Income,private sector wage,18.08619594
Iran,93,1,Income,private sector wage,30.89336795
Iran,93,2,Income,private sector wage,33.91495451
Iran,93,3,Income,private sector wage,33.28740188
Iran,93,4,Income,private sector wage,34.16277481
Iran,93,5,Income,private sector wage,31.5868954
Iran,93,6,Income,private sector wage,30.36846296
Iran,93,7,Income,private sector wage,27.24532594
Iran,93,8,Income,private sector wage,24.3336414
Iran,93,9,Income,private sector wage,22.05610514
Iran,93,10,Income,private sector wage,19.18952714
Iran,94,1,Income,private sector wage,29.74858745
Iran,94,2,Income,private sector wage,34.84068434
Iran,94,3,Income,private sector wage,33.56147501
Iran,94,4,Income,private sector wage,31.81936148
Iran,94,5,Income,private sector wage,31.5387399
Iran,94,6,Income,private sector wage,31.21204035
Iran,94,7,Income,private sector wage,29.61148065
Iran,94,8,Income,private sector wage,25.16097769
Iran,94,9,Income,private sector wage,22.44529808
Iran,94,10,Income,private sector wage,21.19094092
Iran,95,1,Income,private sector wage,31.03281965
Iran,95,2,Income,private sector wage,33.98358773
Iran,95,3,Income,private sector wage,34.28610925
Iran,95,4,Income,private sector wage,34.29737872
Iran,95,5,Income,private sector wage,32.04335875
Iran,95,6,Income,private sector wage,28.95734311
Iran,95,7,Income,private sector wage,27.43822178
Iran,95,8,Income,private sector wage,27.3461582
Iran,95,9,Income,private sector wage,22.99308078
Iran,95,10,Income,private sector wage,19.81023463
Iran,96,1,Income,private sector wage,30.78870872
Iran,96,2,Income,private sector wage,34.86405424
Iran,96,3,Income,private sector wage,34.86147863
Iran,96,4,Income,private sector wage,32.01319967
Iran,96,5,Income,private sector wage,32.4703611
Iran,96,6,Income,private sector wage,31.17698105
Iran,96,7,Income,private sector wage,28.19662227
Iran,96,8,Income,private sector wage,26.45083416
Iran,96,9,Income,private sector wage,24.01439715
Iran,96,10,Income,private sector wage,20.34894261
Iran,87,1,Income,self-employed,9.13590507
Iran,87,2,Income,self-employed,15.16635224
Iran,87,3,Income,self-employed,20.49625661
Iran,87,4,Income,self-employed,22.16304623
Iran,87,5,Income,self-employed,23.25791103
Iran,87,6,Income,self-employed,23.73257792
Iran,87,7,Income,self-employed,23.35509172
Iran,87,8,Income,self-employed,23.98290425
Iran,87,9,Income,self-employed,23.05174516
Iran,87,10,Income,self-employed,23.18257618
Iran,88,1,Income,self-employed,11.29289382
Iran,88,2,Income,self-employed,17.96307593
Iran,88,3,Income,self-employed,22.1146694
Iran,88,4,Income,self-employed,22.03634552
Iran,88,5,Income,self-employed,23.51872187
Iran,88,6,Income,self-employed,21.76000541
Iran,88,7,Income,self-employed,23.37810573
Iran,88,8,Income,self-employed,20.91344757
Iran,88,9,Income,self-employed,19.2198036
Iran,88,10,Income,self-employed,15.26784626
Iran,89,1,Income,self-employed,10.30484191
Iran,89,2,Income,self-employed,17.95243013
Iran,89,3,Income,self-employed,22.16360914
Iran,89,4,Income,self-employed,22.24810615
Iran,89,5,Income,self-employed,22.15346189
Iran,89,6,Income,self-employed,21.69865324
Iran,89,7,Income,self-employed,13.09550633
Iran,89,8,Income,self-employed,20.48265623
Iran,89,9,Income,self-employed,18.28718217
Iran,89,10,Income,self-employed,21.1333345
Iran,90,1,Income,self-employed,7.450228909
Iran,90,2,Income,self-employed,12.93255967
Iran,90,3,Income,self-employed,14.36104951
Iran,90,4,Income,self-employed,16.6082332
Iran,90,5,Income,self-employed,18.32618628
Iran,90,6,Income,self-employed,17.20538828
Iran,90,7,Income,self-employed,18.78364214
Iran,90,8,Income,self-employed,16.37282973
Iran,90,9,Income,self-employed,16.61386887
Iran,90,10,Income,self-employed,15.03616873
Iran,91,1,Income,self-employed,7.787975167
Iran,91,2,Income,self-employed,12.97883458
Iran,91,3,Income,self-employed,14.94905903
Iran,91,4,Income,self-employed,15.73948427
Iran,91,5,Income,self-employed,18.04982576
Iran,91,6,Income,self-employed,17.16852295
Iran,91,7,Income,self-employed,16.07745072
Iran,91,8,Income,self-employed,16.20234042
Iran,91,9,Income,self-employed,17.79441731
Iran,91,10,Income,self-employed,16.53989321
Iran,92,1,Income,self-employed,7.124022315
Iran,92,2,Income,self-employed,13.74495328
Iran,92,3,Income,self-employed,14.94164674
Iran,92,4,Income,self-employed,17.96816108
Iran,92,5,Income,self-employed,17.88762512
Iran,92,6,Income,self-employed,16.96575643
Iran,92,7,Income,self-employed,18.06592661
Iran,92,8,Income,self-employed,17.44551529
Iran,92,9,Income,self-employed,16.20125475
Iran,92,10,Income,self-employed,17.81091503
Iran,93,1,Income,self-employed,6.070363189
Iran,93,2,Income,self-employed,11.85130519
Iran,93,3,Income,self-employed,14.65030249
Iran,93,4,Income,self-employed,17.36604006
Iran,93,5,Income,self-employed,17.8288527
Iran,93,6,Income,self-employed,19.01158117
Iran,93,7,Income,self-employed,16.55661307
Iran,93,8,Income,self-employed,17.4577785
Iran,93,9,Income,self-employed,17.10355611
Iran,93,10,Income,self-employed,15.25126222
Iran,94,1,Income,self-employed,7.068126496
Iran,94,2,Income,self-employed,11.8660456
Iran,94,3,Income,self-employed,16.8973508
Iran,94,4,Income,self-employed,17.76455992
Iran,94,5,Income,self-employed,19.14972823
Iran,94,6,Income,self-employed,20.55511571
Iran,94,7,Income,self-employed,16.71887533
Iran,94,8,Income,self-employed,16.33390371
Iran,94,9,Income,self-employed,18.3732218
Iran,94,10,Income,self-employed,15.66996889
Iran,95,1,Income,self-employed,6.940397333
Iran,95,2,Income,self-employed,12.0202148
Iran,95,3,Income,self-employed,16.75504735
Iran,95,4,Income,self-employed,17.45942026
Iran,95,5,Income,self-employed,18.30644896
Iran,95,6,Income,self-employed,20.27497682
Iran,95,7,Income,self-employed,18.63402209
Iran,95,8,Income,self-employed,15.62404423
Iran,95,9,Income,self-employed,15.7494751
Iran,95,10,Income,self-employed,18.18260846
Iran,96,1,Income,self-employed,6.718177856
Iran,96,2,Income,self-employed,14.72675974
Iran,96,3,Income,self-employed,16.21634291
Iran,96,4,Income,self-employed,19.42507094
Iran,96,5,Income,self-employed,20.72577971
Iran,96,6,Income,self-employed,18.85077466
Iran,96,7,Income,self-employed,18.99974455
Iran,96,8,Income,self-employed,19.29191907
Iran,96,9,Income,self-employed,15.18533006
Iran,96,10,Income,self-employed,16.28301489
