GEO,UOM,Time,Type,Category,Cross,value
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,DairyProducts,0.400027403
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,BirdEggs,-0.193259604
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,Fruit,-0.295133952
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,Vegetables,-0.259998496
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,NutsLegumes,0.004856456
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,Sugar,-0.170466369
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,OtherCombinations,0.027404017
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,VegetableOils,0.021689304
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,TeaCoffee,-0.174498261
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,Spices,-0.172838791
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,Milk,-0.126354121
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,AnimalOilsFats,-0.084752373
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,SweetsJams,-0.307103948
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,SeafoodMeat,-1.106746514
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,PreparedVegetables,0.01999175
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,CerealsBreadFlour,-36.31480753
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,Meatdomesticanimals,15.19513431
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,PoultryMeat,9.273618819
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,DairyProducts,-5.177971472
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,BirdEggs,-1.623067934
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,Fruit,5.987774686
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,Vegetables,0.99519248
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,NutsLegumes,2.703602395
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,Sugar,-0.175833146
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,OtherCombinations,5.434264716
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,VegetableOils,-0.11856186
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,TeaCoffee,2.454154842
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,Spices,0.518645985
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,Milk,1.79198106
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,AnimalOilsFats,-1.519850075
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,SweetsJams,-0.504489559
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,SeafoodMeat,1.360238365
Iran,Price Elasticity,1387-1396,Compensated,Prepared or preserved vegetables,PreparedVegetables,-0.280026077
