"","ProvinceCode","HHID","indiv.no","relationship","sex","age","nationality","residence.state","student","literate","edu.code","marrital.state","curr.job.year","curr.job.month","job.year","job.month","second.job.code","second.job.status","prev.job.code","prev.job.status","leaving.reason","not.ready.working","week.status","preference.type","preference.sec","weight","IW15_Yearly","activity.state","quarter","ProvinceName","Region","job.field","second.job.position","second.job.field","prev.job.position","prev.job.field","Year","ID"
"704",30,"9430200451",3,"Child","Female",41,"Iran","In-Iran",FALSE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302004513"
"705",30,"9430200534",1,"Head","Male",40,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",5,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302005341"
"706",30,"9430200534",2,"Spouse","Female",37,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005342"
"707",30,"9430200534",3,"Child","Female",14,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005343"
"708",30,"9430200534",4,"Child","Female",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005344"
"709",30,"9430200535",1,"Head","Male",25,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302005351"
"710",30,"9430200537",1,"Head","Male",23,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",3,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302005371"
"711",30,"9430200537",2,"Spouse","Female",23,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005372"
"712",30,"9430200537",3,"Child","Female",5,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005373"
"713",30,"9430200537",4,"Child","Male",2,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8615,NA,NA,3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005374"
"714",30,"9430200546",1,"Head","Male",60,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",4,3,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302005461"
"715",30,"9430200546",2,NA,"Male",28,"Iran","In-Iran",FALSE,TRUE,"College","Bachelor",4,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Drivers and Mobile Plant",NA,NA,NA,NA,1394,"139494302005462"
"716",30,"9430200549",1,"Head","Male",35,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",0,2,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",1,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302005491"
"717",30,"9430200549",2,"Spouse","Female",32,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005492"
"718",30,"9430200549",3,"Child","Male",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,64.8245,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005493"
"719",30,"9430200549",4,"Child","Female",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005494"
"720",30,"9430200549",5,"Child","Female",1,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005495"
"721",30,"9430200551",1,"Head","Male",32,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",8,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",1,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302005511"
"722",30,"9430200551",2,"Spouse","Female",29,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005512"
"723",30,"9430200551",3,"Child","Male",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8615,NA,NA,1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005513"
"724",30,"9430200551",4,"Child","Male",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8615,NA,NA,1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302005514"
"725",30,"9430200634",1,"Head","Female",74,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,53.0715,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006341"
"726",30,"9430200634",2,"Grand-Child","Male",18,"Iran","In-Iran",TRUE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,64.8245,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006342"
"727",30,"9430200634",3,"Child","Male",40,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",10,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Market-oriented Skilled Agricultural",NA,NA,NA,NA,1394,"139494302006343"
"728",30,"9430200634",4,"Child","Female",28,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006344"
"729",30,"9430200636",1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",5,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302006361"
"730",30,"9430200636",2,"Spouse","Female",32,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006362"
"731",30,"9430200636",3,"Child","Male",12,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,64.8245,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006363"
"732",30,"9430200636",4,"Child","Male",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8615,NA,NA,4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006364"
"733",30,"9430200639",1,"Head","Male",79,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,48.826,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006391"
"734",30,"9430200639",2,"Spouse","Female",66,"Iran","In-Iran",FALSE,TRUE,"Others","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,53.0715,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006392"
"735",30,"9430200639",3,"Child","Female",28,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",2,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1305,NA,"Employed",3,"Alborz","Rural","Science and Engineering Associate",NA,NA,NA,NA,1394,"139494302006393"
"736",30,"9430200646",1,"Head","Male",80,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,48.826,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006461"
"737",30,"9430200646",2,"Spouse","Female",64,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006462"
"738",30,"9430200646",3,"Child","Male",33,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",5,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302006463"
"739",30,"9430200647",1,"Head","Male",32,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",8,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302006471"
"740",30,"9430200647",2,"Spouse","Female",30,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006472"
"741",30,"9430200647",3,"Child","Male",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8615,NA,NA,2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006473"
"742",30,"9430200648",1,"Head","Male",54,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,64.8245,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006481"
"743",30,"9430200648",2,"Spouse","Female",48,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006482"
"744",30,"9430200648",3,"Child","Male",24,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302006483"
"745",30,"9430200649",1,"Head","Male",52,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,64.8245,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006491"
"746",30,"9430200649",2,"Spouse","Female",41,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006492"
"747",30,"9430200649",3,"Child","Female",15,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006493"
"748",30,"9430202747",2,"Spouse","Female",49,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027472"
"749",30,"9430202747",3,"Child","Male",24,"Iran","In-Iran",TRUE,TRUE,"College","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,70.60925,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027473"
"750",30,"9430202748",1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",20,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",2,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302027481"
"751",30,"9430202748",2,"Spouse","Female",37,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027482"
"752",30,"9430202748",3,"Child","Male",18,"Iran","In-Iran",TRUE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,70.60925,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027483"
"753",30,"9430202748",4,"Child","Male",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,70.60925,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027484"
"754",30,"9430202749",1,"Head","Male",65,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,53.183,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027491"
"755",30,"9430202749",2,"Spouse","Female",52,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027492"
"756",30,"9430202749",3,"Child","Male",29,"Iran","In-Iran",FALSE,TRUE,"College","Bachelor",3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",1,"Alborz","Rural","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1394,"139494302027493"
"757",30,"9430202749",4,"Child","Male",22,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Service",70.60925,NA,"Unemployed",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027494"
"758",30,"9430202751",1,"Head","Male",77,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,53.183,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027511"
"759",30,"9430202751",2,"Spouse","Female",72,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,57.80725,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027512"
"760",30,"9430200650",1,"Head","Male",66,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,48.826,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006501"
"761",30,"9430200650",2,"Spouse","Female",60,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006502"
"762",30,"9430200651",1,"Head","Male",37,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",10,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",1,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302006511"
"763",30,"9430200651",2,"Spouse","Female",37,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006512"
"764",30,"9430200651",3,"Child","Female",12,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006513"
"765",30,"9430200651",4,"Child","Female",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302006514"
"766",30,"9430200734",1,"Head","Male",41,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",20,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Market-oriented Skilled Agricultural",NA,NA,NA,NA,1394,"139494302007341"
"767",30,"9430200734",2,"Spouse","Female",33,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007342"
"768",30,"9430200734",3,"Child","Female",17,"Iran","In-Iran",TRUE,TRUE,"High","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007343"
"769",30,"9430200734",4,"Child","Female",17,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007344"
"770",30,"9430200734",5,"Child","Female",12,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007345"
"771",30,"9430200735",1,"Head","Male",50,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",10,0,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302007351"
"772",30,"9430200735",2,"Spouse","Female",44,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007352"
"773",30,"9430200735",3,"Child","Male",25,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",4,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Metal, Machinery and Related Trades",NA,NA,NA,NA,1394,"139494302007353"
"774",30,"9430200735",4,"Child","Male",22,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",4,"Alborz","Rural","Personal Services",NA,NA,NA,NA,1394,"139494302007354"
"775",30,"9430200735",5,"Child","Female",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007355"
"776",30,"9430200736",1,"Head","Male",59,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,64.8245,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007361"
"777",30,"9430200736",2,"Spouse","Female",55,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007362"
"778",30,"9430200737",1,"Head","Male",57,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,64.8245,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007371"
"779",30,"9430200737",2,"Spouse","Female",51,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007372"
"780",30,"9430200737",3,"Child","Male",33,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",10,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",3,"Alborz","Rural","Metal, Machinery and Related Trades",NA,NA,NA,NA,1394,"139494302007373"
"781",30,"9430200737",4,"Child","Female",27,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,63.1305,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007374"
"782",30,"9430200738",1,"Head","Male",65,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,48.826,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007381"
"783",30,"9430200738",2,"Spouse","Female",60,"Iran","In-Iran",FALSE,TRUE,"Others","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007382"
"784",30,"9430200738",3,"Child","Female",30,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1305,NA,"Employed",3,"Alborz","Rural","General and Keyboard",NA,NA,NA,NA,1394,"139494302007383"
"785",30,"9430200739",1,"Head","Male",69,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,48.826,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007391"
"786",30,"9430200739",2,"Spouse","Female",66,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,53.0715,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007392"
"787",30,"9430200746",1,"Head","Male",62,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,64.8245,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007461"
"788",30,"9430200746",2,"Spouse","Female",60,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007462"
"789",30,"9430200747",1,"Head","Male",42,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",3,0,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Personal Services",NA,NA,NA,NA,1394,"139494302007471"
"790",30,"9430200747",2,"Spouse","Female",42,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007472"
"791",30,"9430200747",3,"Child","Female",15,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007473"
"792",30,"9430200748",1,"Head","Male",38,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",5,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",2,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302007481"
"793",30,"9430200748",2,"Spouse","Female",30,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007482"
"794",30,"9430200748",3,"Child","Female",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0465,NA,NA,2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007483"
"795",30,"9430200749",1,"Head","Male",56,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",23,0,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8245,NA,"Employed",1,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302007491"
"796",30,"9430200749",2,"Spouse","Female",46,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,63.1305,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007492"
"797",30,"9430200749",3,"Child","Male",20,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,112,"Public-wage","End of military service",NA,NA,"Wage","Service",64.8245,NA,"Unemployed",1,"Alborz","Rural",NA,NA,NA,"Management","Chief Executives",1394,"139494302007493"
"798",30,"9430200749",4,"Child","Male",19,"Iran","In-Iran",TRUE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,64.8245,NA,"Inactive",1,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302007494"
